trial_key,subject_id,cross_subject_split,condition_category,condition_id,condition_name,repetition,release_status,exclusion_reason,relative_path,amg_rows,semg_rows,motion_rows,common_duration_s,auditory_cue_record_available,auditory_cue_event_count,auditory_cue_onsets_s_relative_to_shared_trial_origin,auditory_cue_used_for_benchmark_alignment
user01|functional_action|single_leg_stance|A4,user01,train,functional_action,single_leg_stance,Single-leg Stance,A4,released,,data/trials/user01/functional_action/single_leg_stance/A4.npz,22014.0,13759.0,1239.0,13.758902311325071,True,3.0,"[1.7993721961975098,5.843702077865601,9.807851076126099]",False
user01|functional_action|stair_ascent|A1,user01,train,functional_action,stair_ascent,Stair Ascent,A1,released,,data/trials/user01/functional_action/stair_ascent/A1.npz,21976.0,13735.0,1237.0,13.734981775283812,True,3.0,"[1.8251385688781738,5.8846917152404785,9.842796564102173]",False
user01|functional_action|stair_ascent|A2,user01,train,functional_action,stair_ascent,Stair Ascent,A2,released,,data/trials/user01/functional_action/stair_ascent/A2.npz,22051.0,13782.0,1241.0,13.781783103942873,True,3.0,"[1.8246181011199951,5.872558116912842,9.882548093795776]",False
user01|functional_action|stair_ascent|A3,user01,train,functional_action,stair_ascent,Stair Ascent,A3,released,,data/trials/user01/functional_action/stair_ascent/A3.npz,22100.0,13812.0,1244.0,13.812134504318236,True,3.0,"[1.8447754383087158,5.892221450805664,9.847001552581787]",False
user01|functional_action|stair_ascent|A4,user01,train,functional_action,stair_ascent,Stair Ascent,A4,released,,data/trials/user01/functional_action/stair_ascent/A4.npz,21962.0,13727.0,1236.0,13.726591348648071,True,3.0,"[1.8237903118133545,5.871782302856445,9.83288025856018]",False
user01|functional_action|stand_sit_transition|A1,user01,train,functional_action,stand_sit_transition,Stand-sit transition,A1,released,,data/trials/user01/functional_action/stand_sit_transition/A1.npz,21845.0,13653.0,1229.0,13.653254508972168,True,3.0,"[1.8802523612976074,5.938722372055054,9.89112639427185]",False
user01|functional_action|stand_sit_transition|A2,user01,train,functional_action,stand_sit_transition,Stand-sit transition,A2,released,,data/trials/user01/functional_action/stand_sit_transition/A2.npz,21964.0,13727.0,1236.0,13.72744083404541,True,3.0,"[1.9351646900177002,5.9897027015686035,9.947028636932373]",False
user01|functional_action|stand_sit_transition|A3,user01,train,functional_action,stand_sit_transition,Stand-sit transition,A3,released,,data/trials/user01/functional_action/stand_sit_transition/A3.npz,21962.0,13726.0,1236.0,13.726052522659302,True,3.0,"[1.8874273300170898,5.932153224945068,9.89141035079956]",False
user01|functional_action|stand_sit_transition|A4,user01,train,functional_action,stand_sit_transition,Stand-sit transition,A4,released,,data/trials/user01/functional_action/stand_sit_transition/A4.npz,22083.0,13801.0,1242.0,13.801368236541748,True,3.0,"[1.8307421207427979,5.890904188156128,9.838734149932861]",False
user01|functional_action|vertical_jump|A1,user01,train,functional_action,vertical_jump,Vertical Jump,A1,released,,data/trials/user01/functional_action/vertical_jump/A1.npz,22196.0,13873.0,1249.0,13.87305760383606,True,3.0,"[1.8837804794311523,5.926683664321899,9.96693754196167]",False
user01|functional_action|vertical_jump|A2,user01,train,functional_action,vertical_jump,Vertical Jump,A2,released,,data/trials/user01/functional_action/vertical_jump/A2.npz,21929.0,13706.0,1234.0,13.705630779266356,True,3.0,"[1.8100135326385498,5.850754499435425,9.811120510101318]",False
user01|functional_action|vertical_jump|A3,user01,train,functional_action,vertical_jump,Vertical Jump,A3,released,,data/trials/user01/functional_action/vertical_jump/A3.npz,22061.0,13789.0,1241.0,13.78841495513916,True,3.0,"[1.8140666484832764,5.896426677703857,9.889904737472534]",False
user01|functional_action|vertical_jump|A4,user01,train,functional_action,vertical_jump,Vertical Jump,A4,released,,data/trials/user01/functional_action/vertical_jump/A4.npz,21971.0,13732.0,1236.0,13.732060432434082,True,3.0,"[1.7712912559509277,5.818493366241455,9.770296335220337]",False
user01|treadmill_walking|treadmill_walking_1_kmh|A1,user01,train,treadmill_walking,treadmill_walking_1_kmh,Walk at 1 km/h,A1,released,,data/trials/user01/treadmill_walking/treadmill_walking_1_kmh/A1.npz,21950.0,13718.0,1235.0,13.7186861038208,True,3.0,"[1.781296968460083,5.822471857070923,9.860553979873657]",False
user01|treadmill_walking|treadmill_walking_1_kmh|A2,user01,train,treadmill_walking,treadmill_walking_1_kmh,Walk at 1 km/h,A2,released,,data/trials/user01/treadmill_walking/treadmill_walking_1_kmh/A2.npz,22076.0,13797.0,1242.0,13.79694962501526,True,3.0,"[1.837064504623413,5.876359462738037,9.91987133026123]",False
user01|treadmill_walking|treadmill_walking_1_kmh|A3,user01,train,treadmill_walking,treadmill_walking_1_kmh,Walk at 1 km/h,A3,released,,data/trials/user01/treadmill_walking/treadmill_walking_1_kmh/A3.npz,22007.0,13754.0,1238.0,13.754339694976808,True,3.0,"[1.8190977573394775,5.86234974861145,9.907692670822144]",False
user01|treadmill_walking|treadmill_walking_1_kmh|A4,user01,train,treadmill_walking,treadmill_walking_1_kmh,Walk at 1 km/h,A4,released,,data/trials/user01/treadmill_walking/treadmill_walking_1_kmh/A4.npz,21879.0,13675.0,1231.0,13.674670696258543,True,3.0,"[1.8098936080932617,5.850051641464233,9.884666681289673]",False
user01|treadmill_walking|treadmill_walking_2_kmh|A1,user01,train,treadmill_walking,treadmill_walking_2_kmh,Walk at 2 km/h,A1,released,,data/trials/user01/treadmill_walking/treadmill_walking_2_kmh/A1.npz,22013.0,13758.0,1239.0,13.758452653884888,True,3.0,"[1.8160865306854248,5.85309362411499,9.814557552337646]",False
user01|treadmill_walking|treadmill_walking_2_kmh|A2,user01,train,treadmill_walking,treadmill_walking_2_kmh,Walk at 2 km/h,A2,released,,data/trials/user01/treadmill_walking/treadmill_walking_2_kmh/A2.npz,22029.0,13768.0,1240.0,13.768251180648804,True,3.0,"[1.8381052017211914,5.881723165512085,9.929419994354248]",False
user01|treadmill_walking|treadmill_walking_2_kmh|A3,user01,train,treadmill_walking,treadmill_walking_2_kmh,Walk at 2 km/h,A3,released,,data/trials/user01/treadmill_walking/treadmill_walking_2_kmh/A3.npz,20931.0,13082.0,1177.0,13.081400156021118,True,3.0,"[1.245378017425537,5.278865098953247,9.315481901168823]",False
user01|treadmill_walking|treadmill_walking_2_kmh|A4,user01,train,treadmill_walking,treadmill_walking_2_kmh,Walk at 2 km/h,A4,released,,data/trials/user01/treadmill_walking/treadmill_walking_2_kmh/A4.npz,21908.0,13693.0,1233.0,13.69253396987915,True,3.0,"[1.7871639728546143,5.825855016708374,9.87352991104126]",False
user01|treadmill_walking|treadmill_walking_3_kmh|A1,user01,train,treadmill_walking,treadmill_walking_3_kmh,Walk at 3 km/h,A1,released,,data/trials/user01/treadmill_walking/treadmill_walking_3_kmh/A1.npz,22012.0,13757.0,1238.0,13.757452487945557,True,3.0,"[1.9391324520111084,5.981799364089966,10.02746844291687]",False
user01|treadmill_walking|treadmill_walking_3_kmh|A2,user01,train,treadmill_walking,treadmill_walking_3_kmh,Walk at 3 km/h,A2,released,,data/trials/user01/treadmill_walking/treadmill_walking_3_kmh/A2.npz,22031.0,13769.0,1240.0,13.768988132476808,True,3.0,"[1.8172318935394287,5.855870962142944,9.906235933303833]",False
user01|treadmill_walking|treadmill_walking_3_kmh|A3,user01,train,treadmill_walking,treadmill_walking_3_kmh,Walk at 3 km/h,A3,released,,data/trials/user01/treadmill_walking/treadmill_walking_3_kmh/A3.npz,21960.0,13725.0,1236.0,13.72473430633545,True,3.0,"[1.830686330795288,5.878085136413574,9.917908191680908]",False
user01|treadmill_walking|treadmill_walking_3_kmh|A4,user01,train,treadmill_walking,treadmill_walking_3_kmh,Walk at 3 km/h,A4,released,,data/trials/user01/treadmill_walking/treadmill_walking_3_kmh/A4.npz,21930.0,13706.0,1234.0,13.706082105636597,True,3.0,"[1.800739049911499,5.839039087295532,9.885263204574585]",False
user01|treadmill_walking|treadmill_walking_4_kmh|A1,user01,train,treadmill_walking,treadmill_walking_4_kmh,Walk at 4 km/h,A1,released,,data/trials/user01/treadmill_walking/treadmill_walking_4_kmh/A1.npz,21914.0,13696.0,1233.0,13.696291446685793,True,3.0,"[1.7894034385681152,5.818932294845581,9.860457420349121]",False
user01|treadmill_walking|treadmill_walking_4_kmh|A2,user01,train,treadmill_walking,treadmill_walking_4_kmh,Walk at 4 km/h,A2,released,,data/trials/user01/treadmill_walking/treadmill_walking_4_kmh/A2.npz,21875.0,13672.0,1231.0,13.672118186950684,True,3.0,"[1.8066041469573975,5.844468116760254,9.895761013031006]",False
user01|treadmill_walking|treadmill_walking_4_kmh|A3,user01,train,treadmill_walking,treadmill_walking_4_kmh,Walk at 4 km/h,A3,released,,data/trials/user01/treadmill_walking/treadmill_walking_4_kmh/A3.npz,21925.0,13703.0,1234.0,13.703482151031494,True,3.0,"[1.7568950653076172,5.796828985214233,9.769252061843872]",False
user01|treadmill_walking|treadmill_walking_4_kmh|A4,user01,train,treadmill_walking,treadmill_walking_4_kmh,Walk at 4 km/h,A4,released,,data/trials/user01/treadmill_walking/treadmill_walking_4_kmh/A4.npz,21858.0,13661.0,1230.0,13.660977840423584,True,3.0,"[1.8404796123504639,5.883532762527466,9.924939632415771]",False
user01|treadmill_walking|treadmill_walking_5_kmh|A1,user01,train,treadmill_walking,treadmill_walking_5_kmh,Walk at 5 km/h,A1,released,,data/trials/user01/treadmill_walking/treadmill_walking_5_kmh/A1.npz,21977.0,13736.0,1237.0,13.735827684402466,True,3.0,"[1.929762601852417,5.973002672195435,10.022141695022583]",False
user01|treadmill_walking|treadmill_walking_5_kmh|A2,user01,train,treadmill_walking,treadmill_walking_5_kmh,Walk at 5 km/h,A2,released,,data/trials/user01/treadmill_walking/treadmill_walking_5_kmh/A2.npz,21884.0,13677.0,1231.0,13.677360773086548,True,3.0,"[1.864985704421997,5.955056667327881,9.893589735031128]",False
user01|treadmill_walking|treadmill_walking_5_kmh|A3,user01,train,treadmill_walking,treadmill_walking_5_kmh,Walk at 5 km/h,A3,released,,data/trials/user01/treadmill_walking/treadmill_walking_5_kmh/A3.npz,21926.0,13704.0,1234.0,13.703373908996582,True,3.0,"[1.8105387687683105,5.859304666519165,9.903564691543579]",False
user01|treadmill_walking|treadmill_walking_5_kmh|A4,user01,train,treadmill_walking,treadmill_walking_5_kmh,Walk at 5 km/h,A4,released,,data/trials/user01/treadmill_walking/treadmill_walking_5_kmh/A4.npz,21882.0,13676.0,1231.0,13.67608880996704,True,3.0,"[1.8344247341156006,5.879703760147095,9.927767753601074]",False
user02|functional_action|deadlift|A1,user02,train,functional_action,deadlift,Deadlift,A1,released,,data/trials/user02/functional_action/deadlift/A1.npz,22937.0,14336.0,1291.0,14.335758209228516,True,3.0,"[1.7660281658172607,5.798501014709473,9.83132004737854]",False
user02|functional_action|deadlift|A2,user02,train,functional_action,deadlift,Deadlift,A2,released,,data/trials/user02/functional_action/deadlift/A2.npz,22797.0,14248.0,1283.0,14.247988939285278,True,3.0,"[1.7135636806488037,5.755587816238403,9.802658796310425]",False
user02|functional_action|deadlift|A3,user02,train,functional_action,deadlift,Deadlift,A3,released,,data/trials/user02/functional_action/deadlift/A3.npz,22722.0,14201.0,1278.0,14.200915813446043,True,3.0,"[1.7066247463226318,5.742586612701416,9.776874780654907]",False
user02|functional_action|deadlift|A4,user02,train,functional_action,deadlift,Deadlift,A4,released,,data/trials/user02/functional_action/deadlift/A4.npz,22720.0,14200.0,1278.0,14.200375080108644,True,3.0,"[1.7747249603271484,5.795661926269531,9.83578896522522]",False
user02|functional_action|deep_squat|A1,user02,train,functional_action,deep_squat,Deep Squat,A1,released,,data/trials/user02/functional_action/deep_squat/A1.npz,22828.0,14268.0,1284.0,14.267720699310305,True,3.0,"[1.7216346263885498,5.752405643463135,9.791834592819214]",False
user02|functional_action|deep_squat|A2,user02,train,functional_action,deep_squat,Deep Squat,A2,released,,data/trials/user02/functional_action/deep_squat/A2.npz,22896.0,14310.0,1288.0,14.3101909160614,True,3.0,"[1.7772338390350342,5.803921937942505,9.84421682357788]",False
user02|functional_action|deep_squat|A3,user02,train,functional_action,deep_squat,Deep Squat,A3,released,,data/trials/user02/functional_action/deep_squat/A3.npz,22743.0,14215.0,1280.0,14.214722394943236,True,3.0,"[1.7291052341461182,5.768188238143921,9.803030252456665]",False
user02|functional_action|deep_squat|A4,user02,train,functional_action,deep_squat,Deep Squat,A4,released,,data/trials/user02/functional_action/deep_squat/A4.npz,22858.0,14286.0,1286.0,14.286022901535034,True,3.0,"[1.7532308101654053,5.778558731079102,9.818329811096191]",False
user02|functional_action|forward_lunge|A1,user02,train,functional_action,forward_lunge,Forward Lunge,A1,released,,data/trials/user02/functional_action/forward_lunge/A1.npz,22902.0,14313.0,1289.0,14.31355047225952,True,3.0,"[1.7496461868286133,5.782673358917236,9.81785535812378]",False
user02|functional_action|forward_lunge|A2,user02,train,functional_action,forward_lunge,Forward Lunge,A2,released,,data/trials/user02/functional_action/forward_lunge/A2.npz,22862.0,14289.0,1286.0,14.288428783416748,True,3.0,"[1.7799465656280518,5.81060266494751,9.856732606887817]",False
user02|functional_action|forward_lunge|A3,user02,train,functional_action,forward_lunge,Forward Lunge,A3,released,,data/trials/user02/functional_action/forward_lunge/A3.npz,22740.0,14213.0,1280.0,14.21259617805481,True,3.0,"[1.7645201683044434,5.791547060012817,9.83583402633667]",False
user02|functional_action|forward_lunge|A4,user02,train,functional_action,forward_lunge,Forward Lunge,A4,released,,data/trials/user02/functional_action/forward_lunge/A4.npz,22975.0,14360.0,1293.0,14.35935091972351,True,3.0,"[1.7616839408874512,5.802861928939819,9.789148807525635]",False
user02|functional_action|heel_raise|A1,user02,train,functional_action,heel_raise,Heel Raise,A1,released,,data/trials/user02/functional_action/heel_raise/A1.npz,22869.0,14293.0,1287.0,14.293159008026125,True,3.0,"[1.778350830078125,5.815281867980957,9.852645874023438]",False
user02|functional_action|heel_raise|A2,user02,train,functional_action,heel_raise,Heel Raise,A2,released,,data/trials/user02/functional_action/heel_raise/A2.npz,23054.0,14409.0,1297.0,14.408663511276243,True,3.0,"[2.0345592498779297,6.081640243530273,10.030702352523804]",False
user02|functional_action|heel_raise|A3,user02,train,functional_action,heel_raise,Heel Raise,A3,released,,data/trials/user02/functional_action/heel_raise/A3.npz,22761.0,14226.0,1281.0,14.225609302520752,True,3.0,"[1.7780790328979492,5.816022157669067,9.84852910041809]",False
user02|functional_action|heel_raise|A4,user02,train,functional_action,heel_raise,Heel Raise,A4,released,,data/trials/user02/functional_action/heel_raise/A4.npz,22788.0,14244.0,1282.0,14.243024110794067,True,3.0,"[1.7917962074279785,5.821087121963501,9.849339008331299]",False
user02|functional_action|left_lunge|A1,user02,train,functional_action,left_lunge,Left Lunge,A1,released,,data/trials/user02/functional_action/left_lunge/A1.npz,22867.0,14292.0,1287.0,14.29219913482666,True,3.0,"[1.7515769004821777,5.787524938583374,9.833828926086426]",False
user02|functional_action|left_lunge|A2,user02,train,functional_action,left_lunge,Left Lunge,A2,released,,data/trials/user02/functional_action/left_lunge/A2.npz,22920.0,14325.0,1290.0,14.32526397705078,True,3.0,"[1.7744417190551758,5.80925989151001,9.851557731628418]",False
user02|functional_action|left_lunge|A3,user02,train,functional_action,left_lunge,Left Lunge,A3,released,,data/trials/user02/functional_action/left_lunge/A3.npz,22815.0,14259.0,1284.0,14.259044647216797,True,3.0,"[1.7341265678405762,5.780687570571899,9.820247411727905]",False
user02|functional_action|left_lunge|A4,user02,train,functional_action,left_lunge,Left Lunge,A4,released,,data/trials/user02/functional_action/left_lunge/A4.npz,22883.0,14302.0,1288.0,14.301949739456177,True,3.0,"[1.7572276592254639,5.796557664871216,9.837228536605835]",False
user02|functional_action|quiet_sit|A1,user02,train,functional_action,quiet_sit,Quiet Sit,A1,released,,data/trials/user02/functional_action/quiet_sit/A1.npz,22981.0,14364.0,1293.0,14.363524436950684,True,3.0,"[1.7722194194793701,5.80876350402832,9.854952335357666]",False
user02|functional_action|quiet_sit|A2,user02,train,functional_action,quiet_sit,Quiet Sit,A2,released,,data/trials/user02/functional_action/quiet_sit/A2.npz,22765.0,14228.0,1281.0,14.22788906097412,True,3.0,"[1.727220058441162,5.7638938426971436,9.801692962646484]",False
user02|functional_action|quiet_sit|A3,user02,train,functional_action,quiet_sit,Quiet Sit,A3,released,,data/trials/user02/functional_action/quiet_sit/A3.npz,22846.0,14278.0,1286.0,14.27838897705078,True,3.0,"[1.751896858215332,5.7919697761535645,9.828197717666626]",False
user02|functional_action|quiet_sit|A4,user02,train,functional_action,quiet_sit,Quiet Sit,A4,released,,data/trials/user02/functional_action/quiet_sit/A4.npz,22858.0,14286.0,1286.0,14.286527872085571,True,3.0,"[1.778303623199463,5.814121723175049,9.855535745620728]",False
user02|functional_action|quiet_stand|A1,user02,train,functional_action,quiet_stand,Quiet Stand,A1,released,,data/trials/user02/functional_action/quiet_stand/A1.npz,22746.0,14216.0,1280.0,14.215866327285768,True,3.0,"[1.7020142078399658,5.73252010345459,9.770838022232056]",False
user02|functional_action|quiet_stand|A2,user02,train,functional_action,quiet_stand,Quiet Stand,A2,released,,data/trials/user02/functional_action/quiet_stand/A2.npz,22860.0,14288.0,1286.0,14.287536859512327,True,3.0,"[1.7370967864990234,5.782129764556885,9.822436809539795]",False
user02|functional_action|quiet_stand|A3,user02,train,functional_action,quiet_stand,Quiet Stand,A3,released,,data/trials/user02/functional_action/quiet_stand/A3.npz,22775.0,14234.0,1282.0,14.234317541122437,True,3.0,"[1.721839427947998,5.762961387634277,9.794682264328003]",False
user02|functional_action|quiet_stand|A4,user02,train,functional_action,quiet_stand,Quiet Stand,A4,released,,data/trials/user02/functional_action/quiet_stand/A4.npz,22830.0,14268.0,1285.0,14.268631935119627,True,3.0,"[1.853590965270996,5.8847270011901855,9.923882961273193]",False
user02|functional_action|single_leg_stance|A1,user02,train,functional_action,single_leg_stance,Single-leg Stance,A1,released,,data/trials/user02/functional_action/single_leg_stance/A1.npz,22806.0,14253.0,1283.0,14.253294229507446,True,3.0,"[1.9301581382751465,5.971095085144043,9.925507068634033]",False
user02|functional_action|single_leg_stance|A2,user02,train,functional_action,single_leg_stance,Single-leg Stance,A2,released,,data/trials/user02/functional_action/single_leg_stance/A2.npz,22843.0,14277.0,1285.0,14.277149677276611,True,3.0,"[1.8399605751037598,5.877568483352661,9.921518564224243]",False
user02|functional_action|single_leg_stance|A3,user02,train,functional_action,single_leg_stance,Single-leg Stance,A3,released,,data/trials/user02/functional_action/single_leg_stance/A3.npz,22756.0,14223.0,1280.0,14.22238302230835,True,3.0,"[1.7300877571105957,5.75877571105957,9.809638738632202]",False
user02|functional_action|single_leg_stance|A4,user02,train,functional_action,single_leg_stance,Single-leg Stance,A4,released,,data/trials/user02/functional_action/single_leg_stance/A4.npz,22816.0,14260.0,1284.0,14.259470462799072,True,3.0,"[1.8524794578552246,5.889054536819458,9.926564455032349]",False
user02|functional_action|stair_ascent|A1,user02,train,functional_action,stair_ascent,Stair Ascent,A1,released,,data/trials/user02/functional_action/stair_ascent/A1.npz,22728.0,14205.0,1279.0,14.204927444458008,True,3.0,"[1.7510442733764648,5.788483381271362,9.832463264465332]",False
user02|functional_action|stair_ascent|A2,user02,train,functional_action,stair_ascent,Stair Ascent,A2,released,,data/trials/user02/functional_action/stair_ascent/A2.npz,22755.0,14222.0,1280.0,14.221573114395142,True,3.0,"[1.7121779918670654,5.7519989013671875,9.793869018554688]",False
